transaction_id,transaction_amount,transaction_frequency_7d,account_age_days,distance_from_home_km,time_since_last_transaction_hours,failed_login_attempts_24h,channel,country,fraud
T001293,20.76,3,460.75,37.69,15.54,0,online,Other,0
T000158,44.28,6,376.82,19.23,12.51,0,online,FR,0
T001799,18.92,1,317.41,8.83,23.45,0,online,ES,0
T001406,37.79,2,779.72,9.97,28.17,1,online,DE,0
T002051,39.32,1,545.08,7.14,43.76,0,online,Other,0
T000136,14.75,3,584.68,18.53,1.87,0,card,DE,0
T002138,41.08,2,539.53,14.39,3.02,0,online,ES,0
T001929,41.53,1,271.49,21.48,28.81,1,online,FR,0
T001691,19.22,4,792.81,13.11,34.77,0,mobile,DE,0
T000868,20.62,2,568.6,11.18,5.9,0,mobile,DE,0
T001950,77.52,2,474.71,9.67,9.62,0,card,ES,0
T000052,36.5,4,539.63,4.53,7.5,0,online,DE,0
T001901,19.01,1,518.56,9.71,2.27,0,online,DE,0
T000679,31.92,2,330.91,4.96,8.78,1,online,DE,0
T001504,30.93,0,362.59,2.81,2.42,0,card,DE,0
T000290,24.36,3,672.82,5.67,14.52,0,card,FR,0
T002248,17.12,7,1248.08,15.34,2.38,1,online,NL,0
T001421,22.89,4,701.82,14.2,6.87,0,online,DE,0
T001603,51.7,3,411.76,22.21,18.86,0,card,Other,0
T000533,20.15,8,562.04,5.79,17.08,0,card,DE,0
T000480,107.63,4,787.98,11.99,3.94,0,mobile,ES,0
T001404,19.68,0,876.08,6.67,15.16,0,online,DE,0
T001933,16.04,2,1109.0,21.68,1.88,1,card,DE,0
T000292,28.05,4,460.3,22.07,10.07,2,mobile,DE,0
T001722,11.96,3,539.83,26.28,7.13,1,mobile,NL,0
T001069,57.1,5,692.24,11.37,2.95,0,online,DE,0
T001024,36.19,1,653.97,23.29,8.62,0,card,DE,0
T002180,21.0,3,594.04,7.36,16.94,0,online,DE,0
T002228,35.47,3,514.85,3.55,20.39,0,online,DE,0
T000706,15.08,1,375.33,2.76,2.7,0,card,DE,0
T002035,27.46,5,524.48,16.08,3.75,0,card,DE,0
T000407,24.18,5,326.52,13.17,6.96,1,card,DE,0
T002100,60.28,3,789.89,17.11,0.64,1,card,NL,0
T002024,24.82,2,352.67,0.98,6.92,1,online,FR,0
T002409,7.0,3,583.62,11.49,2.07,1,mobile,NL,0
T000979,11.83,4,519.47,4.03,33.29,0,mobile,DE,0
T001746,16.84,4,480.86,1.35,5.04,0,mobile,DE,0
T001881,38.42,2,639.7,12.66,11.32,0,mobile,Other,0
T000343,26.83,5,288.66,15.84,9.63,0,online,ES,0
T001991,31.97,5,650.44,7.72,4.38,0,mobile,DE,0
T002477,208.37,7,197.32,26.78,14.75,3,card,ES,1
T000835,17.05,1,582.98,14.19,8.52,0,online,FR,0
T001453,24.34,2,535.19,5.06,21.23,0,mobile,NL,0
T000300,30.89,2,420.45,2.49,34.15,0,card,DE,0
T001989,16.55,5,247.12,13.42,8.63,0,online,ES,0
T002294,20.4,6,569.09,9.35,10.55,0,branch,ES,0
T000496,43.14,3,626.77,13.83,20.93,1,online,NL,0
T000813,29.64,0,450.98,16.68,30.57,0,card,ES,0
T000930,26.89,2,724.89,14.59,2.05,1,mobile,ES,0
T001058,32.33,3,878.74,10.3,0.53,0,mobile,DE,0
T001638,44.06,3,326.73,4.43,0.18,0,mobile,ES,0
T002456,124.89,6,264.59,31.38,3.46,0,card,DE,1
T000221,22.8,0,199.53,2.31,43.44,0,card,ES,0
T002487,71.62,8,283.22,51.34,10.18,2,card,DE,1
T001660,27.68,3,287.08,4.12,8.71,1,online,DE,0
T000528,27.72,4,381.65,13.52,2.78,0,online,FR,0
T001487,41.8,2,608.7,9.94,19.92,1,card,DE,0
T002376,6.74,10,547.25,1.04,28.77,2,mobile,FR,0
T001610,20.88,5,637.37,15.27,50.37,1,online,NL,0
T000597,19.37,2,502.64,8.6,3.94,1,mobile,DE,0
T000085,13.36,3,652.9,30.6,10.47,0,online,ES,0
T002214,68.59,2,639.68,11.95,6.15,0,online,DE,0
T002056,35.54,4,311.43,7.73,4.51,0,card,DE,0
T001962,18.13,3,308.27,12.97,11.62,0,card,NL,0
T001865,30.25,2,345.67,21.48,19.55,0,card,DE,0
T002327,7.61,6,385.52,1.92,4.07,2,mobile,DE,0
T000462,16.31,7,218.37,8.66,0.38,0,mobile,DE,0
T000110,9.97,3,563.6,2.75,43.01,0,card,Other,0
T001963,22.22,3,338.83,12.54,1.44,1,card,DE,0
T000355,46.42,4,394.63,29.61,2.56,0,mobile,NL,0
T000267,28.09,3,485.91,11.1,6.61,0,card,FR,0
T001546,22.64,1,469.8,35.43,14.94,0,online,FR,0
T000531,21.14,1,413.31,3.2,27.91,0,card,NL,0
T002447,64.88,6,123.23,9.73,0.11,0,online,NL,1
T000291,22.45,1,652.47,20.84,2.71,1,card,NL,0
T000606,34.73,3,449.35,2.8,19.68,0,online,ES,0
T001561,20.79,3,379.84,16.05,24.49,0,online,DE,0
T000417,46.95,2,388.38,5.05,12.47,0,mobile,DE,0
T000473,22.06,6,219.55,13.93,2.23,1,online,NL,0
T000932,33.0,2,519.97,16.54,10.03,0,card,DE,0
T002280,8.66,3,332.98,18.61,10.38,0,card,NL,0
T002420,77.35,8,46.75,30.79,16.45,0,card,NL,1
T000809,21.64,2,810.53,14.84,1.98,0,online,NL,0
T000799,45.34,3,335.34,3.01,17.69,0,online,FR,0
T002492,63.51,7,81.01,9.92,1.28,0,card,DE,1
T000931,25.88,2,241.45,12.7,13.12,0,card,Other,0
T000279,49.66,7,281.44,6.11,11.28,1,mobile,DE,0
T001518,53.07,4,630.61,4.02,11.99,2,card,DE,0
T000884,13.54,1,422.36,21.04,6.32,0,card,NL,0
T001015,14.52,4,649.33,5.88,21.79,0,card,DE,0
T000019,41.81,2,277.39,12.84,25.8,1,online,NL,0
T001235,30.87,2,439.77,3.19,11.36,1,online,DE,0
T002402,44.22,2,604.91,13.48,3.98,0,card,DE,0
T001973,27.32,4,550.91,10.79,1.69,1,card,FR,0
T001533,44.25,7,292.39,4.74,0.01,0,online,ES,0
T001903,35.93,2,585.24,12.66,8.01,0,card,DE,0
T002134,30.82,7,536.14,8.45,9.61,0,online,FR,0
T001502,18.29,6,269.97,10.3,5.79,0,card,DE,0
T001565,15.38,4,224.38,1.18,41.14,2,card,DE,0
T000220,17.59,3,405.7,17.28,13.85,0,mobile,DE,0
T000619,18.4,5,302.29,6.34,0.24,0,card,DE,0
T001248,9.54,3,368.7,6.95,0.11,0,online,DE,0
T000304,21.53,3,689.94,9.52,15.44,0,branch,FR,0
T001739,16.43,7,273.33,13.71,13.26,0,online,NL,0
T002377,34.04,5,274.74,16.42,26.26,0,mobile,DE,0
T002009,49.59,2,492.63,6.94,7.1,0,mobile,DE,0
T002065,21.76,5,987.32,11.22,5.32,2,card,DE,0
T001296,41.06,2,806.47,11.95,12.34,0,online,ES,0
T002202,23.4,4,952.0,14.19,22.17,0,mobile,ES,0
T000880,25.4,5,507.48,14.99,25.01,0,card,FR,0
T002159,37.44,6,470.22,28.59,11.56,1,online,ES,0
T001006,31.1,3,193.89,6.62,0.15,1,branch,DE,0
T001034,33.68,1,1013.07,1.76,20.05,0,card,FR,0
T001506,33.93,3,633.82,35.87,3.45,0,online,DE,0
T001054,98.97,2,388.25,22.15,3.35,0,card,Other,0
T001870,29.36,2,417.41,5.87,20.03,0,mobile,ES,0
T001101,48.02,4,679.78,13.2,15.66,0,card,FR,0
T000193,20.89,1,505.21,4.86,11.63,1,mobile,ES,0
T000175,12.77,1,424.5,12.26,2.61,2,mobile,DE,0
T000766,9.67,3,728.39,26.69,35.14,0,card,Other,0
T001379,30.27,4,335.79,8.34,5.35,0,card,FR,0
T001567,13.6,3,349.91,21.22,16.65,0,mobile,DE,0
T001905,36.25,4,295.79,14.25,15.9,0,card,FR,0
T000701,47.57,2,767.55,21.3,9.73,0,card,ES,0
T000129,18.14,8,654.44,12.05,22.33,0,online,FR,0
T000341,7.31,3,1319.47,8.58,1.94,0,card,NL,0
T002128,19.34,4,294.45,8.35,39.1,0,branch,DE,0
T000648,9.96,1,430.73,19.51,36.3,0,card,Other,0
T001287,12.43,5,796.6,9.64,4.35,0,online,ES,0
T000308,52.72,3,543.39,1.01,0.68,1,mobile,DE,0
T000384,12.96,1,320.89,5.63,2.24,0,card,DE,0
T001273,20.98,0,302.48,18.94,23.11,0,card,FR,0
T002315,33.88,6,453.63,15.86,8.84,0,branch,ES,0
T001264,20.17,2,822.99,34.37,20.77,0,card,DE,0
T000178,28.16,2,204.26,10.06,1.89,1,online,NL,0
T000427,40.12,7,1025.42,31.67,9.95,0,card,FR,0
T000787,26.43,4,427.54,4.62,4.22,0,mobile,DE,0
T001747,18.78,4,652.33,15.38,15.23,0,card,DE,0
T001100,51.06,6,639.6,4.18,14.92,0,mobile,ES,0
T002390,25.16,4,614.53,10.17,25.01,0,online,DE,0
T000185,32.65,0,428.28,5.48,4.72,0,card,NL,0
T001592,11.88,1,358.11,11.95,0.29,0,card,ES,0
T001990,12.21,4,470.42,5.67,2.89,1,mobile,DE,0
T002496,28.15,8,81.4,32.99,27.3,2,card,FR,1
T002286,31.49,2,517.59,14.67,1.08,0,online,DE,0
T001304,39.04,4,1108.24,3.57,30.33,0,online,FR,0
T000962,27.72,0,511.89,7.46,4.71,1,card,DE,0
T001640,23.06,5,376.15,12.58,13.5,0,card,Other,0
T000490,37.19,3,351.22,18.21,4.52,0,online,DE,0
T000762,36.58,1,195.24,16.69,51.68,1,mobile,DE,0
T000810,29.06,3,407.82,12.1,6.46,0,card,FR,0
T002278,72.78,1,265.89,17.81,2.16,0,card,DE,0
T001430,38.86,5,463.81,7.51,4.19,0,branch,ES,0
T001658,9.8,1,469.1,19.81,13.92,0,online,DE,0
T001526,46.68,3,699.03,3.16,7.27,0,card,DE,0
T002087,24.47,4,155.97,20.38,2.5,1,card,DE,0
T000119,62.24,1,520.08,8.63,13.77,0,card,DE,0
T001554,21.09,3,530.62,8.68,41.03,1,card,NL,0
T000282,9.88,6,630.41,11.38,4.93,0,online,DE,0
T002186,26.04,2,161.99,10.3,1.27,0,online,DE,0
T002465,53.35,5,190.86,11.26,6.28,0,online,Other,1
T001836,27.07,4,341.25,1.64,1.59,0,branch,FR,0
T000650,20.81,3,409.1,10.77,16.7,2,online,DE,0
T000728,39.33,1,850.58,3.76,4.82,0,mobile,FR,0
T000367,17.13,1,481.77,10.73,43.99,0,card,FR,0
T001352,35.14,1,976.98,36.75,13.59,0,online,ES,0
T000556,21.78,0,883.68,13.36,13.88,1,card,DE,0
T001411,20.48,3,606.42,8.22,24.63,1,card,NL,0
T002281,50.88,1,615.49,20.7,3.81,1,online,FR,0
T001914,5.18,0,844.73,4.42,6.5,0,card,NL,0
T000204,36.75,3,618.42,8.5,20.32,0,mobile,DE,0
T002114,28.77,4,426.71,9.62,1.87,0,card,NL,0
T000121,14.69,2,727.56,16.9,1.51,0,online,DE,0
T000284,33.11,1,468.79,19.05,13.86,0,mobile,NL,0
T000576,11.59,0,817.62,5.88,10.86,1,online,FR,0
T001302,8.2,7,647.83,24.83,9.28,0,online,DE,0
T002414,188.65,1,36.12,15.16,2.59,0,card,FR,1
T000276,31.89,2,287.42,15.46,24.91,0,card,DE,0
T000966,12.18,3,587.28,5.17,1.39,0,card,NL,0
T001548,16.58,2,713.07,9.06,24.25,0,online,DE,0
T000361,23.72,4,739.71,4.26,15.68,0,mobile,NL,0
T001128,24.43,5,501.45,0.82,3.02,0,card,ES,0
T000768,18.99,0,1105.95,24.94,0.01,0,mobile,DE,0
T002004,29.62,4,359.44,4.46,29.86,0,mobile,DE,0
T001727,15.37,2,757.23,8.37,4.8,2,online,NL,0
T001889,10.93,2,555.98,11.2,9.16,0,card,FR,0
T000287,29.82,2,610.12,38.49,2.24,0,card,NL,0
T002103,17.42,0,431.43,5.89,0.53,1,card,NL,0
T001095,17.98,6,1074.21,5.71,32.69,0,online,FR,0
T000889,6.51,3,249.13,15.19,2.47,0,online,DE,0
T000424,11.42,2,543.39,1.81,32.0,0,online,FR,0
T001809,26.36,3,445.87,7.89,6.9,1,card,FR,0
T002348,17.63,4,561.5,12.53,0.73,1,card,DE,0
T001588,43.32,1,997.7,13.78,15.97,0,card,FR,0
T000841,73.54,8,580.09,20.39,20.82,0,online,DE,0
T000066,39.9,2,442.1,21.67,8.6,1,mobile,FR,0
T001646,26.56,3,530.25,4.05,15.52,0,online,FR,0
T001711,18.74,4,720.76,3.52,2.63,0,online,ES,0
T001458,27.11,4,243.67,11.93,16.44,1,online,DE,0
T001560,23.8,3,597.47,8.51,7.31,0,online,DE,0
T000231,11.53,3,829.57,4.18,7.22,0,card,DE,0
T001576,12.88,2,986.65,16.6,15.15,1,mobile,FR,0
T001570,10.77,1,271.21,23.48,2.48,0,online,ES,0
T001186,12.1,3,486.49,24.39,9.75,0,online,ES,0
T000890,10.1,5,587.18,12.48,9.07,0,card,FR,0
T001400,11.88,1,228.64,8.97,14.01,0,online,DE,0
T000730,13.93,1,297.96,32.99,0.87,1,online,DE,0
T000737,39.56,4,384.66,6.47,8.59,0,mobile,Other,0
T001074,10.74,1,535.85,2.5,11.87,1,online,DE,0
T000375,34.98,2,780.8,7.07,7.6,0,online,DE,0
T000760,32.9,2,542.63,8.24,5.58,0,online,ES,0
T002251,14.58,2,1164.21,17.53,16.98,0,mobile,ES,0
T001668,25.82,3,663.05,4.1,8.08,0,mobile,DE,0
T000298,21.02,3,476.79,7.01,16.23,0,mobile,DE,0
T000599,29.46,2,261.56,14.62,2.79,0,mobile,DE,0
T001972,21.79,3,394.03,3.39,22.5,0,online,ES,0
T000100,15.67,1,444.27,6.82,16.48,0,card,DE,0
T001055,12.09,0,536.25,5.38,10.28,0,online,ES,0
T001780,57.64,4,886.3,34.18,31.2,0,online,DE,0
T001238,35.3,0,399.92,11.07,9.82,1,card,FR,0
T000530,60.98,3,418.69,17.61,19.38,0,card,DE,0
T001934,52.53,4,494.36,5.05,7.05,2,card,ES,0
T001613,25.19,1,264.19,16.9,3.25,0,card,ES,0
T001209,90.46,1,641.41,3.96,1.33,0,online,DE,0
T000637,23.23,2,500.98,24.61,6.42,0,card,DE,0
T002197,23.36,3,170.09,1.67,30.13,0,online,ES,0
T000186,60.02,1,841.13,8.09,8.08,0,online,Other,0
T001997,30.48,0,675.12,2.79,11.03,0,online,Other,0
T000945,30.24,2,342.66,13.33,1.3,1,card,FR,0
T001805,27.13,5,745.39,14.13,23.44,0,online,NL,0
T001657,31.93,3,807.15,20.57,1.71,0,card,NL,0
T001779,13.92,3,503.11,5.95,3.49,0,card,NL,0
T000512,21.9,2,902.18,8.53,3.91,0,mobile,NL,0
T000801,16.2,3,874.07,2.71,11.45,1,card,FR,0
T001135,23.55,4,453.83,18.07,2.48,0,card,ES,0
T001395,9.21,2,545.62,8.43,2.03,0,online,FR,0
T002406,10.42,5,721.97,12.58,26.24,0,mobile,DE,0
T000608,33.0,3,555.37,0.87,2.85,0,online,NL,0
T001208,15.9,3,496.61,9.27,18.22,0,online,DE,0
T000152,14.59,8,446.44,20.6,28.44,0,card,DE,0
T001558,39.42,3,215.64,5.82,14.37,0,mobile,FR,0
T000857,31.04,4,483.78,18.26,25.17,1,card,FR,0
T001136,52.39,8,334.01,10.23,6.34,0,mobile,DE,0
T000875,9.11,1,626.84,6.11,3.58,1,card,DE,0
T002276,4.78,3,441.7,21.37,3.13,0,mobile,DE,0
T000024,23.69,5,685.07,9.0,8.09,0,branch,DE,0
T000159,19.6,3,516.19,3.9,0.7,0,mobile,NL,0
T000332,36.62,2,297.52,20.85,14.31,0,card,FR,0
T001111,58.44,3,278.17,16.41,23.99,0,card,ES,0
T002388,37.25,2,1050.43,28.71,32.12,0,card,DE,0
T001718,19.29,2,867.61,70.59,4.77,0,card,NL,0
T002366,58.21,3,737.08,15.88,1.91,0,card,DE,0
T002450,16.77,2,31.78,41.1,5.14,2,online,ES,1
T000643,79.76,3,361.37,7.21,2.54,1,mobile,Other,0
T001438,5.08,1,661.56,9.48,4.02,0,mobile,FR,0
T000312,32.84,5,568.54,4.26,39.71,0,mobile,DE,0
T000352,41.08,0,478.29,8.76,12.33,0,mobile,DE,0
T000549,38.04,4,317.17,5.14,9.27,0,card,DE,0
T001745,37.31,7,473.86,2.91,14.19,2,online,FR,0
T001126,22.23,1,601.94,13.42,4.73,0,mobile,FR,0
T000307,21.46,2,437.73,12.76,1.53,1,card,DE,0
T000288,26.55,5,454.88,22.01,3.01,0,mobile,DE,0
T000695,16.37,0,542.27,11.87,19.09,0,online,DE,0
T000963,14.86,2,243.28,5.92,7.12,0,card,DE,0
T000631,62.55,2,237.89,4.94,0.22,0,online,ES,0
T001813,29.98,2,658.66,22.5,7.48,1,card,ES,0
T000950,3.47,5,447.39,4.27,25.61,0,card,DE,0
T001390,15.58,5,639.97,11.22,21.68,0,online,NL,0
T000987,11.91,5,565.31,8.45,9.41,0,online,DE,0
T000991,41.63,3,520.61,14.57,7.8,1,card,DE,0
T001591,12.03,5,478.01,4.73,9.91,0,card,DE,0
T000782,24.68,4,539.68,10.5,5.24,0,online,ES,0
T001377,35.02,1,350.97,20.14,1.06,0,mobile,ES,0
T000837,21.55,3,907.58,6.85,10.26,0,online,FR,0
T001436,24.63,3,620.57,8.12,4.04,1,card,DE,0
T002418,37.05,7,229.48,15.73,6.75,4,card,FR,1
T000014,47.94,2,595.45,4.32,36.68,0,card,FR,0
T001221,25.17,4,388.71,2.21,4.73,0,online,DE,0
T001408,36.91,5,490.71,0.87,23.63,0,mobile,ES,0
T000515,39.84,3,409.45,18.79,2.28,0,mobile,DE,0
T000410,12.64,2,370.1,6.61,4.19,0,mobile,FR,0
T000862,11.67,2,603.44,3.31,13.23,1,online,ES,0
T000314,32.83,6,389.18,4.44,12.04,0,card,DE,0
T001871,41.66,3,452.76,10.77,6.18,0,mobile,FR,0
T001303,36.16,5,324.67,9.56,3.39,0,branch,DE,0
T001280,22.88,5,730.35,21.48,18.92,0,card,FR,0
T002500,19.87,3,141.02,14.11,13.27,1,online,DE,1
T002359,50.15,1,314.51,18.65,2.7,0,mobile,ES,0
T000383,10.68,1,463.83,10.89,20.54,0,online,ES,0
T001200,14.41,2,745.1,8.24,0.53,1,card,Other,0
T001624,49.23,4,754.4,10.36,43.98,0,online,ES,0
T001878,69.75,3,1316.4,14.28,28.42,0,card,DE,0
T001510,27.74,2,792.33,27.95,0.67,1,card,DE,0
T001002,17.27,4,770.75,17.91,12.26,0,card,NL,0
T002241,50.71,2,1343.83,8.19,4.1,0,online,FR,0
T000264,19.0,7,608.26,7.05,9.1,1,mobile,FR,0
T001291,28.31,5,918.38,10.27,16.88,0,card,FR,0
T002160,17.13,2,373.45,6.02,1.61,0,card,FR,0
T001784,15.02,5,282.01,18.36,2.74,1,mobile,ES,0
T000416,28.75,6,561.38,11.69,5.99,1,card,Other,0
T001114,22.6,5,434.4,22.91,10.26,0,card,DE,0
T000359,16.04,6,519.03,4.78,3.45,0,card,DE,0
T001174,14.9,2,612.79,15.77,0.68,0,online,DE,0
T000009,25.55,1,398.12,10.55,12.96,0,online,DE,0
T002021,26.0,2,269.5,36.93,7.36,0,mobile,Other,0
T000317,26.75,3,893.25,12.93,16.12,1,card,DE,0
T000305,24.93,1,468.49,16.48,33.55,0,online,ES,0
T000428,66.45,4,1110.53,22.63,21.18,0,card,DE,0
T000106,23.03,2,497.42,1.01,2.69,0,card,DE,0
T002045,12.08,5,638.88,23.96,1.89,1,card,NL,0
T000122,28.46,5,1374.41,8.05,0.81,0,online,NL,0
T000822,56.87,2,755.41,12.25,2.26,1,online,FR,0
T001553,18.73,2,485.49,21.41,12.93,0,mobile,NL,0
T002291,32.97,6,528.82,20.34,8.22,0,mobile,DE,0
T001399,35.39,1,382.83,30.15,10.4,0,online,ES,0
T001776,30.37,2,631.33,14.58,5.19,0,card,NL,0
T002300,21.79,2,282.26,14.27,2.61,0,mobile,NL,0
T000116,19.27,5,498.08,3.02,2.78,0,card,ES,0
T001514,8.6,3,381.5,14.86,2.74,0,online,FR,0
T000745,27.23,3,850.35,11.1,8.26,0,card,DE,0
T001559,40.25,1,272.91,21.63,9.4,1,card,ES,0
T002334,25.32,3,475.32,2.54,1.43,0,card,DE,0
T000912,32.08,1,376.38,30.26,20.22,0,card,FR,0
T001489,30.9,3,373.19,7.3,9.9,0,card,DE,0
T000673,17.42,4,770.03,9.66,0.88,1,mobile,DE,0
T002307,74.77,5,571.49,15.37,5.37,1,online,Other,0
T002052,13.15,6,505.6,7.18,12.64,0,card,FR,0
T001641,11.48,1,404.41,4.87,0.33,0,mobile,ES,0
T000310,66.87,4,663.26,32.24,9.45,0,online,DE,0
T000592,29.58,5,395.5,15.91,6.43,0,mobile,ES,0
T000463,10.76,1,771.27,9.62,0.23,1,mobile,DE,0
T001988,16.91,3,421.38,8.72,2.37,2,card,ES,0
T000942,41.99,6,265.26,4.74,2.54,0,mobile,ES,0
T001648,49.07,3,566.06,24.32,8.92,0,mobile,ES,0
T002367,47.74,0,544.76,11.34,3.89,0,card,Other,0
T000553,30.36,3,343.55,39.78,18.48,0,mobile,Other,0
T000088,25.97,2,408.09,6.31,11.44,0,online,ES,0
T000691,30.65,5,486.18,32.65,9.23,0,card,Other,0
T001692,10.86,1,924.96,12.86,0.5,0,online,DE,0
T002413,10.11,2,472.75,1.6,30.46,0,mobile,DE,0
T001616,34.56,3,404.27,9.76,25.83,0,mobile,ES,0
T001162,21.12,3,753.13,28.52,2.74,0,card,DE,0
T002421,5.69,9,193.51,52.82,4.33,1,card,DE,1
T001414,51.6,4,1054.55,9.3,38.63,0,online,DE,0
T002220,11.39,3,365.05,11.34,21.75,0,mobile,DE,0
T000544,23.37,2,1064.85,12.32,19.58,0,card,DE,0
T001761,13.51,4,1030.74,9.93,7.54,1,mobile,DE,0
T002217,25.95,2,468.3,16.54,9.94,0,online,ES,0
T000495,21.76,1,421.77,11.43,5.51,0,card,FR,0
T000366,58.25,2,361.99,19.76,8.13,1,online,DE,0
T002259,46.83,1,581.22,1.95,5.69,0,card,ES,0
T001551,10.89,4,765.69,10.82,0.0,0,card,NL,0
T000274,81.55,6,591.69,8.84,12.87,1,online,DE,0
T000789,14.22,2,300.82,9.31,12.82,0,online,DE,0
T000072,13.83,2,439.97,1.82,5.29,0,mobile,FR,0
T001243,65.1,4,230.01,5.7,2.19,1,mobile,NL,0
T001812,8.71,8,430.79,5.4,15.43,0,mobile,DE,0
T000064,35.6,2,197.71,9.68,13.12,1,mobile,DE,0
T000395,37.94,3,469.08,8.39,6.45,0,branch,FR,0
T001205,18.03,1,630.25,4.97,0.59,0,online,Other,0
T000344,32.38,2,681.04,13.17,5.53,0,mobile,DE,0
T001375,25.45,4,405.54,3.8,0.13,1,card,Other,0
T001381,50.62,4,433.28,11.96,5.63,1,card,NL,0
T000501,54.6,3,680.19,7.15,2.02,1,card,ES,0
T001673,27.78,5,509.17,15.46,3.75,0,online,DE,0
T000678,32.5,6,555.65,6.98,28.12,0,mobile,DE,0
T001028,26.31,3,861.99,14.25,0.97,0,mobile,ES,0
T001887,14.37,6,418.4,5.24,35.46,0,card,DE,0
T002466,52.01,5,105.1,29.72,4.13,1,mobile,Other,1
T000273,24.45,5,738.35,4.81,4.17,0,mobile,DE,0
T002474,41.47,10,62.08,39.71,1.02,1,mobile,DE,1
T000206,25.11,1,479.56,3.01,0.64,1,mobile,FR,0
T000734,23.26,6,588.76,7.82,4.62,1,mobile,DE,0
T000153,10.27,1,253.29,13.93,2.09,0,online,FR,0
T002371,14.08,1,751.25,14.77,37.49,0,mobile,DE,0
T000558,14.62,1,407.47,19.06,56.09,0,online,DE,0
T000378,8.57,2,619.97,3.31,37.59,0,online,DE,0
T000536,36.62,6,596.55,2.47,4.34,1,card,FR,0
T000974,36.21,3,379.3,7.0,4.04,0,online,DE,0
T001001,24.96,0,635.44,9.43,33.56,0,card,DE,0
T001873,18.38,3,643.04,1.15,4.54,0,online,DE,0
T000199,25.72,1,270.48,33.34,0.6,1,mobile,ES,0
T000562,31.0,4,459.95,3.02,4.74,0,online,FR,0
T000686,19.82,1,688.9,12.41,14.59,1,online,ES,0
T001214,17.42,3,477.54,4.7,19.39,0,online,NL,0
T000591,13.17,1,493.65,3.27,11.22,0,mobile,DE,0
T000520,63.18,3,579.66,16.01,11.26,0,mobile,DE,0
T000309,35.53,0,680.42,21.21,13.37,1,mobile,DE,0
T000605,18.17,3,451.66,4.95,17.8,0,mobile,FR,0
T002155,29.18,3,387.62,15.77,7.21,1,card,DE,0
T002260,34.92,3,240.45,7.43,63.61,0,mobile,DE,0
T000060,43.93,3,503.97,22.61,27.66,0,mobile,DE,0
T000584,14.3,1,396.75,7.92,11.42,0,online,DE,0
T000860,37.21,2,356.03,5.8,0.16,1,mobile,DE,0
T000208,13.19,1,266.05,5.85,0.04,0,online,DE,0
T002018,17.94,3,337.18,5.88,1.9,0,card,DE,0
T000870,25.14,2,387.57,6.44,1.73,0,online,Other,0
T000786,29.57,2,669.19,3.77,9.36,0,online,Other,0
T000907,22.78,2,413.09,8.34,10.85,0,online,DE,0
T002428,302.26,9,268.17,11.54,5.43,1,online,DE,1
T000793,34.16,6,317.36,17.11,30.75,0,online,ES,0
T000832,60.87,4,181.42,4.52,14.78,0,card,ES,0
T000163,83.15,3,1096.34,21.59,25.19,1,card,ES,0
T001308,50.81,5,222.71,5.51,1.92,1,online,DE,0
T000527,57.41,3,220.18,11.52,11.72,0,online,FR,0
T001577,26.21,0,384.36,3.28,1.68,0,mobile,DE,0
T000257,32.76,4,739.87,5.81,0.32,0,card,DE,0
T000507,97.63,3,434.3,15.1,2.03,0,card,NL,0
T001957,42.5,1,665.27,10.62,20.1,1,card,DE,0
T002121,35.0,3,369.29,2.15,56.22,1,online,ES,0
T002229,85.82,2,524.86,13.48,5.37,0,card,DE,0
T002165,35.97,3,489.49,9.68,5.76,0,online,FR,0
T000863,24.97,2,647.84,25.26,1.63,0,mobile,DE,0
T001676,10.61,3,700.99,24.49,13.75,0,card,DE,0
T000021,23.3,4,835.54,0.7,4.49,0,mobile,NL,0
T001405,18.74,3,618.5,4.14,0.24,0,card,ES,0
T000440,32.63,2,343.33,7.46,2.24,0,mobile,DE,0
T001088,11.03,3,602.33,34.63,13.07,1,card,NL,0
T000382,53.0,1,115.98,26.82,4.93,0,card,ES,0
T002109,16.63,6,471.6,5.7,0.45,0,mobile,FR,0
T001262,27.21,1,511.89,1.03,10.22,0,card,DE,0
T000539,6.91,1,614.06,9.97,3.26,0,online,DE,0
T000882,43.43,1,596.7,18.42,29.82,0,online,DE,0
T000903,23.78,5,561.47,5.88,22.23,0,mobile,DE,0
T000084,20.91,0,616.46,30.52,17.19,0,online,FR,0
T002104,39.43,3,666.82,38.67,3.29,0,online,FR,0
T001201,12.46,4,587.48,5.07,5.2,0,online,FR,0
T001310,21.3,4,586.52,3.42,1.3,0,card,DE,0
T001227,38.51,2,498.57,4.76,16.1,0,online,DE,0
T002131,27.22,3,439.03,14.26,11.76,0,card,DE,0
T001750,42.14,4,573.37,8.83,5.71,0,card,Other,0
T000271,17.34,4,368.72,5.18,1.27,0,mobile,DE,0
T001272,57.23,4,526.32,10.72,11.42,0,online,DE,0
T001260,19.78,1,460.37,5.5,19.7,0,card,FR,0
T002061,11.64,3,549.99,12.3,3.69,1,online,Other,0
T002264,23.17,0,562.26,5.73,6.19,0,branch,NL,0
T001600,14.34,2,417.34,16.56,4.34,0,card,DE,0
T001961,28.23,1,516.55,0.83,16.53,0,mobile,DE,0
T001030,45.83,3,164.99,23.17,0.86,0,online,FR,0
T000430,32.01,1,478.43,7.87,0.26,0,card,DE,0
T002005,11.91,0,838.5,18.43,10.46,0,online,NL,0
